,index_content,word,nature,content_type,index_word
4155,321,男,n,pos,3
4163,322,校,ng,pos,2
4164,322,师生,nr,pos,3
4171,322,仙女,n,pos,7
4172,322,公平,n,pos,8
4173,322,公正,nr,pos,9
4182,322,惩罚,vn,pos,11
4186,322,学校,n,pos,13
4196,323,公道话,n,pos,2
4199,323,张薇,nr,pos,3
4207,323,双,n,pos,6
4220,323,河南大学,nt,pos,11
4221,323,纵容,n,pos,12
4238,323,剑,n,pos,16
4240,323,金朝官,nr,pos,18
4244,323,情况,n,pos,20
4251,323,头衔,n,pos,21
4265,323,河南大学,nt,pos,26
4274,323,河南大学,nt,pos,28
4276,323,讨公道,n,pos,29
4287,323,入党,n,pos,33
4320,324,材料,n,pos,4
4322,324,虚构,n,pos,5
4324,324,河南大学,nt,pos,6
4328,324,材料,n,pos,7
4329,324,质量,n,pos,8
4335,324,盖章,nr,pos,12
4338,324,材料,n,pos,13
4341,324,事,n,pos,15
4353,324,河南大学,nt,pos,21
4355,324,盖章,nr,pos,22
4356,324,学校,n,pos,23
4367,325,事情,n,pos,2
4371,325,学生,n,pos,4
4375,325,教职工,n,pos,5
4380,325,事,n,pos,7
4386,326,事情,n,pos,1
4389,326,实情,n,pos,2
4394,326,事,n,pos,3
4400,326,评论,n,pos,6
4406,327,公司,n,pos,2
4414,327,南,ns,pos,6
4417,327,东南,ns,pos,7
4425,327,慕尼黑,nr,pos,11
4426,327,大学,n,pos,12
4428,327,新加坡,ns,pos,13
4448,329,公司,n,pos,4
4452,329,流量,n,pos,6
4456,330,学生,n,pos,2
4458,330,样子,n,pos,4
4459,331,男生,n,pos,1
4471,333,热度,n,pos,2
4472,334,四川,ns,pos,1
4473,334,男人,n,pos,2
4477,335,寻思,nr,pos,1
4490,336,乐园,n,pos,2
4494,337,事,n,pos,2
4512,337,关键,n,pos,8
4516,339,教授,n,pos,1
4522,339,民工,n,pos,4
4540,341,高中毕业,nr,pos,2
4552,344,网暴,n,pos,1
4554,344,意义,n,pos,2
4555,345,后台,n,pos,1
4558,345,联合国,nt,pos,3
4563,345,办法,n,pos,4
4570,346,四川,ns,pos,3
4572,346,学校,n,pos,4
4574,346,老师,n,pos,5
4576,346,教授,n,pos,6
4580,347,保姆,nrt,pos,2
4585,348,垃圾,n,pos,1
4589,349,热度,n,pos,2
4591,350,正义,n,pos,1
4613,353,事,n,pos,3
4621,355,热度,n,pos,2
4623,356,公司,n,pos,1
4630,356,发文,n,pos,3
4634,356,人事,n,pos,5
4636,356,口头,n,pos,7
4642,357,企业,n,pos,1
4648,357,毕业生,n,pos,4
4660,357,造势,n,pos,7
4668,357,工作,vn,pos,11
4674,358,老鼠屎,n,pos,2
4678,358,建议,n,pos,5
4681,358,校训,n,pos,7
4685,359,公司,n,pos,1
4689,359,毕业,n,pos,4
4691,359,压根,n,pos,5
4698,359,公司,n,pos,7
4704,360,司法机关,n,pos,2
4709,361,招,n,pos,3
4713,362,女人,n,pos,1
4724,364,互联网,n,pos,1
4736,364,裤衩,n,pos,6
4737,364,子,ng,pos,7
4740,366,建议,n,pos,1
4741,366,中国,ns,pos,2
4743,366,学校,n,pos,3
4747,366,男女,n,pos,5
4748,366,校,ng,pos,6
4753,366,混合,vn,pos,7
4756,367,世界,n,pos,1
4757,367,五百强,nr,pos,2
4760,367,中国,ns,pos,3
4761,367,五百强,nr,pos,4
4765,367,表态,n,pos,5
4768,367,阿猫阿狗,nr,pos,7
4771,367,玩意儿,n,pos,9
4776,367,热度,n,pos,12
4778,368,四川,ns,pos,1
4782,370,村口,n,pos,1
4783,370,桌球,n,pos,2
4784,370,店,n,pos,3
4789,370,美国,ns,pos,5
4790,370,学生,n,pos,6
4791,371,狗,n,pos,1
4794,372,公司,n,pos,1
4799,372,通告,n,pos,4
4805,372,客观,n,pos,7
4813,372,人力,n,pos,10
4824,372,理由,n,pos,13
4828,373,成本,n,pos,2
4850,373,招,n,pos,9
4857,374,公司,n,pos,1
4862,375,志愿,n,pos,4
4867,375,科,n,pos,8
4874,375,谢谢,nr,pos,11
4886,376,败类,n,pos,9
4888,376,羞与为伍,n,pos,10
4891,377,政治,n,pos,1
4895,378,社会,n,pos,1
4899,378,女生,n,pos,4
4900,378,原因,n,pos,5
4914,378,领导,n,pos,10
4920,378,原因,n,pos,13
4922,378,群众,n,pos,14
4926,379,学校,n,pos,2
4927,379,领导,n,pos,3
4928,379,关系,n,pos,4
4937,381,耙,n,pos,1
4938,381,耳朵,n,pos,2
4944,381,四川,ns,pos,5
4951,381,网,n,pos,8
4957,382,侮辱性,n,pos,2
4985,385,人渣,n,pos,2
4994,387,口技,n,pos,3
5002,388,小卖部,n,pos,2
5007,388,学生,n,pos,4
5008,389,中国,ns,pos,1
5013,389,企业,n,pos,2
5018,389,小企业,n,pos,4
5029,390,学生,n,pos,1
5032,390,校长室,n,pos,3
5033,390,书记,n,pos,4
5034,390,室,n,pos,5
5037,390,张薇,nr,pos,7
5042,390,影响,vn,pos,10
5057,394,张薇,nr,pos,1
5059,394,学校,n,pos,2
5062,394,学校,n,pos,3
5063,394,领导作风,n,pos,4
5068,395,垃圾,n,pos,1
5069,395,企业,n,pos,2
5073,396,妞,ng,pos,1
5074,396,兵法,n,pos,2
5080,396,老百姓,n,pos,5
5089,397,全国,n,pos,2
5095,397,级别,n,pos,6
5096,397,浙大,ns,pos,7
5098,397,山,n,pos,9
5099,397,大厦,n,pos,10
5104,397,清华北大,nt,pos,13
5105,397,复旦,nz,pos,14
5113,398,感觉,n,pos,1
5115,399,网友,n,pos,2
5119,400,关心,n,pos,1
5123,401,热度,n,pos,3
5124,401,小丑,nr,pos,4
5133,401,事,n,pos,9
5134,401,学校,n,pos,10
5149,404,影响,vn,pos,4
5156,404,女人,n,pos,6
5163,405,时间,n,pos,1
5168,406,张薇,nr,pos,1
5170,406,学术,n,pos,2
5179,406,处理结果,n,pos,4
5196,407,学子,n,pos,5
5199,408,实在话,n,pos,2
5207,408,公司,n,pos,4
5210,408,职场,n,pos,5
5214,408,职场,n,pos,8
5219,408,职场,n,pos,11
5222,408,公司,n,pos,13
5230,408,员工,n,pos,15
5232,408,爹,n,pos,16
5238,408,前科,n,pos,19
5241,408,公司,n,pos,20
5246,408,风险,n,pos,22
5257,408,单位,n,pos,26
5258,408,公司,n,pos,27
5263,408,学校,n,pos,28
5280,408,白跑,ns,pos,33
5286,409,男性,n,pos,1
5288,409,厕所,n,pos,2
5292,409,小丑,nr,pos,5
5293,409,学校,n,pos,6
5302,409,企业,n,pos,10
5309,411,厕大,n,pos,1
5323,412,通知书,nr,pos,5
5328,412,事,n,pos,6
5346,414,报人,n,pos,3
5350,414,双,n,pos,4
5354,414,事,n,pos,6
5361,414,公司,n,pos,9
5362,414,招,n,pos,10
5367,414,公司,n,pos,12
5370,414,热度,n,pos,14
5372,414,关键,n,pos,15
5377,415,四学,n,pos,1
5380,415,犯罪分子,n,pos,3
5384,416,学校,n,pos,2
5387,417,内心,n,pos,2
5389,417,起码,n,pos,3
5390,417,表,n,pos,4
5391,417,个态,n,pos,5
5406,419,热度,n,pos,3
5422,420,内耗,n,pos,1
5425,420,美国佬,nz,pos,2
5429,420,清华,nz,pos,5
5430,420,才子,n,pos,6
5437,422,垃圾,n,pos,1
5440,423,传媒,n,pos,1
5443,423,热度,n,pos,3
5444,423,东西,ns,pos,4
5448,423,科技,n,pos,5
5449,423,公司,n,pos,6
5453,423,建设,vn,pos,7
5454,423,公司,n,pos,8
5469,424,部门,n,pos,5
5470,424,研究生,n,pos,6
5471,424,工资,vn,pos,7
5485,425,生,vn,pos,1
5489,425,学历,n,pos,3
5492,426,综合性,n,pos,2
5493,426,大学,n,pos,3
5496,426,工科,n,pos,4
5497,426,院,n,pos,5
5503,426,枪,n,pos,9
5504,426,概率,n,pos,10
5508,427,企业,n,pos,1
5517,427,胆子,n,pos,4
5519,427,教育部,n,pos,5
5520,427,学校,n,pos,6
5526,427,东西,ns,pos,8
5531,428,热度,n,pos,2
5535,429,污蔑,vn,pos,2
5538,429,犯罪,vn,pos,3
5542,430,事,n,pos,1
5545,430,卡,n,pos,2
5546,430,当事人,n,pos,3
5556,430,当事人,n,pos,7
5559,430,张薇,nr,pos,9
5563,430,监狱,n,pos,11
5572,430,方式,n,pos,12
5574,430,籍,ng,pos,13
5579,430,学籍,n,pos,16
5585,430,留校察看,n,pos,19
5587,431,毕业,n,pos,1
5589,431,校园,n,pos,2
5593,431,市,n,pos,4
5594,431,单位,n,pos,5
5597,431,小区,n,pos,6
5599,431,招聘会,n,pos,8
5603,431,不太熟悉,ns,pos,9
5604,431,路,n,pos,10
5607,431,别门,n,pos,11
5614,431,校园,n,pos,15
5617,431,学生,n,pos,18
5618,431,问路,n,pos,19
5621,431,校区,n,pos,20
5625,431,博士,n,pos,22
5630,431,学生,n,pos,25
5639,431,态度恶劣,n,pos,27
5651,431,学生,n,pos,33
5652,431,路,n,pos,34
5654,431,学生,n,pos,35
5655,431,态度,n,pos,36
5666,431,学生,n,pos,41
5673,432,事,n,pos,1
5678,432,胜任,n,pos,4
5686,433,学生,n,pos,2
5688,433,无辜,n,pos,3
5711,437,早餐,n,pos,3
5712,437,店,n,pos,4
5720,437,清华,nz,pos,6
5721,437,学生,n,pos,7
5725,439,四川,ns,pos,1
5726,439,男人,n,pos,2
5729,439,精神,n,pos,3
5738,442,网暴,n,pos,1
5746,444,中国大学,nt,pos,1
5747,444,男生,n,pos,2
5749,444,女生,n,pos,3
5754,444,差异,n,pos,5
5755,444,原因,n,pos,6
5763,445,社会,n,pos,1
5764,445,观念,n,pos,2
5766,445,性别,n,pos,3
5767,445,刻板,n,pos,4
5768,445,印象,n,pos,5
5770,445,中国,ns,pos,6
5771,445,社会,n,pos,7
5775,445,男性,n,pos,9
5777,445,女性,n,pos,10
5781,445,评价,n,pos,12
5782,445,标准,n,pos,13
5784,445,传统,n,pos,14
5787,445,男性,n,pos,15
5794,445,责任,n,pos,17
5796,445,压力,n,pos,18
5799,445,女性,n,pos,19
5806,445,观念,n,pos,22
5813,445,男生,n,pos,25
5819,445,女生,n,pos,27
5831,446,情况,n,pos,3
5837,446,女性,n,pos,4
5844,446,女生,n,pos,8
5853,446,女性,n,pos,12
5860,446,女性,n,pos,15
5873,447,学校,n,pos,1
5874,447,管理,vn,pos,2
5879,447,学校,n,pos,3
5885,447,差异,n,pos,5
5891,447,男生,n,pos,7
5893,447,女生,n,pos,8
5898,447,学校,n,pos,10
5903,447,男生,n,pos,12
5904,447,严格管理,nr,pos,13
5908,447,女生,n,pos,14
5918,448,舆情,n,pos,2
5919,448,影响,vn,pos,3
5923,448,舆情,n,pos,5
5925,448,学校,n,pos,6
5927,448,决策,n,pos,8
5931,448,影响,vn,pos,9
5935,448,事件,n,pos,10
5940,448,争议,n,pos,12
5942,448,学校,n,pos,13
5946,448,舆论压力,n,pos,14
5951,448,决策,n,pos,17
5953,448,偏差,n,pos,18
5963,449,原因,n,pos,2
5968,449,学校,n,pos,4
5970,449,地区,n,pos,5
5973,449,事件,n,pos,6
5977,449,性别,n,pos,8
5980,449,公正,nr,pos,10
5984,449,社会,n,pos,11
5985,449,议题,n,pos,12
5989,449,法律,n,pos,13
5991,449,教育,vn,pos,14
5997,449,性别,n,pos,17
6000,449,公正,nr,pos,19
6005,450,女孩,n,pos,2
6009,450,网暴,n,pos,5
6011,451,大学生,n,pos,1
6016,451,借故,n,pos,3
6017,451,制裁,n,pos,4
6029,453,瓜,n,pos,2
6030,453,群众,n,pos,3
6034,453,小卖部,n,pos,4
6036,453,师生,nr,pos,6
6042,454,炉石,n,pos,3
6043,454,魔术师,n,pos,4
6046,454,研究生,n,pos,5
6048,454,毕业,n,pos,6
6050,455,张伟,nr,pos,1
6054,456,公司,n,pos,1
6063,457,日本,ns,pos,1
6066,457,繁星,n,pos,2
6067,457,计划,n,pos,3
6073,457,领域,n,pos,5
6074,457,精英,n,pos,6
6078,457,话语权,n,pos,7
6080,459,单方面,n,pos,1
6085,459,世界,n,pos,3
6087,459,单位,n,pos,5
6089,459,高管,n,pos,7
6098,459,职员,n,pos,9
6099,459,话,n,pos,10
6105,460,北京,ns,pos,1
6106,460,霸凌那,ns,pos,2
6111,460,热度,n,pos,5
6122,461,村子,n,pos,2
6129,461,村子,n,pos,5
6132,461,村长,n,pos,6
6140,461,村子,n,pos,10
6152,462,开除党籍,n,pos,2
6156,463,学生,n,pos,2
6160,464,热度,n,pos,2
6166,464,企业,n,pos,3
6172,464,态度,n,pos,6
6182,464,权益,n,pos,7
6187,465,百度,n,pos,2
6198,465,恶心,n,pos,4
6206,466,学籍,n,pos,2
6209,466,开除党籍,n,pos,3
6211,467,四川,ns,pos,1
6212,467,魔仙,n,pos,2
6213,467,堡,ng,pos,3
6217,468,张薇,nr,pos,1
6218,468,事件,n,pos,2
6222,468,毕业生,n,pos,4
6223,468,品质,n,pos,5
6225,468,信服,n,pos,7
6232,468,工作,vn,pos,9
6233,468,能力,n,pos,10
6235,468,工作,vn,pos,11
6236,468,态度,n,pos,12
6242,468,工作,vn,pos,16
6243,468,能力,n,pos,17
6245,468,工作,vn,pos,18
6246,468,态度,n,pos,19
6251,468,区别,n,pos,21
6256,468,企业,n,pos,23
6262,468,专生,n,pos,26
6274,469,公司,n,pos,2
6277,469,玩,n,pos,3
6278,469,流量,n,pos,4
6283,469,流量,n,pos,5
6293,469,企业,n,pos,10
6297,469,大专,n,pos,12
6298,469,民办,n,pos,13
6299,469,二本,ns,pos,14
6303,469,流量,n,pos,17
6306,470,男厕所,n,pos,1
6309,470,男,n,pos,4
6310,470,学生,n,pos,5
6311,470,意见,n,pos,6
6315,470,女厕所,n,pos,8
6318,470,污蔑,vn,pos,9
6320,470,犯罪行为,n,pos,11
6323,470,事,n,pos,14
6348,471,环境,n,pos,3
6351,472,学校,n,pos,1
6354,472,公厕,n,pos,3
6355,473,四川人,nz,pos,1
6372,475,小企业,n,pos,2
6375,475,前瞻性,n,pos,4
6380,475,女生,n,pos,5
6384,475,学校,n,pos,7
6391,475,公司,n,pos,9
6395,475,公司,n,pos,11
6399,475,人才,n,pos,14
6404,475,网,n,pos,16
6411,475,张薇,nr,pos,20
6412,475,同学,n,pos,21
6415,475,公司,n,pos,22
6417,475,厕所,n,pos,24
6421,476,嘴,n,pos,2
6423,476,名声,n,pos,3
6434,477,网暴,n,pos,1
6437,477,社会,n,pos,2
6441,478,学生,n,pos,1
6449,478,公道话,n,pos,5
6452,478,学校,n,pos,6
6458,478,学生,n,pos,9
6461,478,学生,n,pos,11
6463,478,麻,n,pos,13
6467,479,竞争力,n,pos,1
6472,479,大学,n,pos,3
6478,479,招,n,pos,5
6481,480,张薇,nr,pos,1
6483,480,热度,n,pos,3
6489,480,热度,n,pos,6
6494,480,哮酰,n,pos,7
6496,480,思维,n,pos,9
6503,481,学生,n,pos,1
6506,481,学生,n,pos,2
6509,481,关系,n,pos,3
6519,481,读书,n,pos,6
6523,481,工作,vn,pos,8
6525,481,过日子,n,pos,10
6527,482,事发,n,pos,1
6530,482,血霉,n,pos,2
6533,483,代表,n,pos,1
6537,483,找对象,n,pos,2
6541,483,校友,n,pos,3
6546,484,学生,n,pos,3
6557,485,新闻,n,pos,5
6560,485,学校,n,pos,7
6568,486,学校,n,pos,2
6575,487,学术,n,pos,1
6586,489,当事人,n,pos,1
6599,489,热度,n,pos,7
6604,490,哈佛,nrt,pos,2
6605,490,毕业生,n,pos,3
6608,491,毕业生,n,pos,1
6618,491,骑士,n,pos,3
6619,491,学校,n,pos,4
6621,491,学校,n,pos,5
6622,491,师生,nr,pos,6
6623,491,网暴,n,pos,7
6624,491,单位,n,pos,8
6636,492,别嘛,n,pos,1
6644,492,垃圾,n,pos,4
6645,492,大专,n,pos,5
6646,492,毕业,n,pos,6
6650,492,儿子,n,pos,8
6667,493,火上浇油,n,pos,2
6675,493,热度,n,pos,4
6682,494,张薇,nr,pos,1
6684,494,恶心,n,pos,2
6685,494,店,n,pos,3
6686,494,东西,ns,pos,4
6689,494,惩罚,vn,pos,5
6703,496,女士,n,pos,1
6711,497,网暴,n,pos,2
6714,497,感觉,n,pos,3
6725,499,辣,n,pos,2
6732,499,网友,n,pos,4
6733,500,四川,ns,pos,1
6738,500,错,n,pos,3
6742,501,瓜,n,pos,2
6744,501,瓜,n,pos,3
6749,502,本质,n,pos,1
6751,502,男女,n,pos,2
6755,502,女权,n,pos,4
6761,502,韩国,ns,pos,7
6767,502,事情,n,pos,9
6769,503,校长,n,pos,1
6775,503,冲刺,vn,pos,3
6780,504,张薇,nr,pos,1
6782,504,人品,n,pos,2
6792,504,犯错误,n,pos,5
6794,504,法律制裁,n,pos,6
6796,504,法律,n,pos,7
6803,504,大学,n,pos,8
6806,504,记,n,pos,9
6814,504,做学问,n,pos,12
6816,504,道德,nr,pos,13
6821,504,道德,nr,pos,15
6826,504,武器弹药,n,pos,18
6835,505,广告,n,pos,1
6848,507,学生,n,pos,2
6851,508,蝻,n,pos,1
6855,509,换,nz,pos,1
6857,509,校长,n,pos,3
6862,509,事,n,pos,4
6866,509,校长,n,pos,7
6872,510,群众,n,pos,2
6873,510,声音,n,pos,3
6875,512,蜀道难,n,pos,1
6878,512,古人,n,pos,2
6880,512,骗人,n,pos,3
6886,513,场景,n,pos,1
6891,513,五代十国,nz,pos,4
6894,513,时期,n,pos,5
6903,513,花蕊,n,pos,8
6904,513,夫人,n,pos,9
6906,513,举国,n,pos,11
6908,513,男儿,n,pos,13
6913,513,黑色幽默,nr,pos,14
6915,514,沙雕,n,pos,2
6917,514,热度,n,pos,4
6919,515,文案,n,pos,1
6934,515,热度,n,pos,7
6944,515,本律,n,pos,9
6947,515,负面影响,n,pos,11
6948,515,求职者,n,pos,12
6954,515,态度,n,pos,16
6957,515,四川,ns,pos,17
6959,515,研究生,n,pos,18
6963,516,智者,n,pos,2
6968,516,鸭,ng,pos,3
6969,516,脖,n,pos,4
6974,519,专家,n,pos,2
6983,519,观点,n,pos,5
7014,519,专家,n,pos,12
7019,520,丑国,n,pos,2
7031,521,四川省,ns,pos,2
7032,522,双,n,pos,1
7034,522,学生,n,pos,3
7035,522,素质,n,pos,4
7040,523,学风,n,pos,1
7046,524,仙女,n,pos,3
7054,527,媒体,n,pos,1
7057,527,管管,vn,pos,2
7059,527,网暴,n,pos,3
7060,527,发源地,n,pos,4
7068,529,坤坤,ns,pos,1
7069,529,事件,n,pos,2
7074,530,声明,n,pos,2
7076,530,杆子,n,pos,3
7078,530,所有人,n,pos,5
7084,530,人恶,n,pos,7
7092,532,小号,n,pos,2
7100,532,学生,n,pos,7
7106,532,错误,n,pos,10
7131,533,鱼烂虾,nr,pos,2
7137,533,外地,n,pos,5
7139,533,鱼烂虾,nr,pos,6
7145,533,刀,n,pos,8
7152,533,石,n,pos,13
7157,534,企业,n,pos,2
7162,535,专,n,pos,1
7163,536,现身说法,n,pos,1
7164,538,天正,nz,pos,1
7178,538,真性情,n,pos,11
7184,538,性,n,pos,13
7206,539,热度,n,pos,7
7214,539,热度,n,pos,10
7225,539,胆,n,pos,12
7230,539,飞舞,n,pos,16
7233,539,飞舞,n,pos,17
7238,539,公事,n,pos,19
7247,540,好感,n,pos,2
7256,541,关系,n,pos,2
7271,545,毕业,n,pos,1
7280,545,母校,n,pos,3
7283,545,学校,n,pos,4
7294,546,男同志,n,pos,2
7305,547,老人,n,pos,3
7308,547,案件,n,pos,5
7311,547,合法,n,pos,6
7312,547,不合理,n,pos,7
7323,547,党员,n,pos,12
7325,547,党员,n,pos,13
7326,547,形象,n,pos,14
7328,547,不值钱,n,pos,15
7334,548,仙女,n,pos,2
7340,548,牛,n,pos,4
7347,549,媒体,n,pos,2
7348,549,话,n,pos,3
7351,549,信,n,pos,4
7358,549,同学,n,pos,6
7360,550,正义,n,pos,1
7367,550,同事,n,pos,3
7372,551,官司,n,pos,3
7373,551,仗,n,pos,4
7376,552,老鼠屎,n,pos,2
7388,554,社会,n,pos,2
7389,554,公司,n,pos,3
7394,554,毕业生,n,pos,5
7403,556,朋友圈,n,pos,2
7406,556,公司,n,pos,4
7412,557,大学,n,pos,3
7417,558,玩梗,n,pos,1
7420,558,组队,n,pos,3
7422,558,里加,nrt,pos,5
7444,560,办法,n,pos,7
7447,561,校训,n,pos,1
7449,561,男,n,pos,2
7451,561,学籍,n,pos,4
7456,561,处,n,pos,8
7461,562,女厕,n,pos,2
7462,562,大学,n,pos,3
7469,563,全世界,n,pos,1
7471,563,敌,n,pos,2
7477,563,周全,nr,pos,4
7483,565,少陪,nr,pos,2
7485,565,学校,n,pos,4
7486,565,领导,n,pos,5
7489,565,把柄,n,pos,6
7499,565,学生,n,pos,11
7501,565,机会,n,pos,13
7504,567,事,n,pos,2
7508,570,蛆虫,n,pos,3
7511,570,社会,n,pos,4
7518,570,学籍,n,pos,8
7526,570,大学生,n,pos,10
7532,570,法律,n,pos,14
7540,570,棒子,n,pos,15
7554,571,窝藏罪犯,n,pos,2
7557,571,中央,n,pos,3
7561,571,学校,n,pos,7
7571,572,大街,ns,pos,1
7574,572,瓷,ng,pos,3
7577,572,跳梁小丑,n,pos,4
7586,574,女生,n,pos,3
7594,574,学校,n,pos,6
7596,575,老鼠屎,n,pos,2
7601,576,阿里,nrt,pos,1
7602,576,腾讯,nz,pos,2
7609,576,村口,n,pos,4
7610,576,小卖部,n,pos,5
7615,577,网暴,n,pos,1
7616,577,农民工,n,pos,2
7622,578,四川,ns,pos,1
7625,579,学生,n,pos,1
7627,579,无辜,n,pos,2
7631,579,管理层,n,pos,4
7637,580,株连,ns,pos,3
7639,580,政体,n,pos,4
7647,580,措施,n,pos,6
7651,580,棒子,n,pos,7
7657,581,国人,n,pos,2
7659,581,道德,nr,pos,3
7663,581,社会,n,pos,6
7665,581,负面影响,n,pos,8
7667,582,男生,n,pos,1
7669,582,厕所,n,pos,2
7675,584,哥们,n,pos,2
7681,584,能处,n,pos,6
7686,585,牛,n,pos,1
7688,585,学校,n,pos,3
7690,587,小丑,nr,pos,1
7696,588,学生,n,pos,2
7699,588,企业,n,pos,4
7706,588,学子,n,pos,6
7716,589,大学,n,pos,1
7722,589,垃圾,n,pos,2
7723,589,企业,n,pos,3
7726,589,专用,n,pos,4
7730,589,岗位,n,pos,5
7733,590,张薇,nr,pos,1
7735,590,领导,n,pos,2
7738,590,性关系,n,pos,3
7742,592,名声,n,pos,1
7749,592,变相,n,pos,2
7755,592,仙女,n,pos,5
7767,593,屁用,n,pos,2
7769,594,公司,n,pos,1
7771,594,名义,n,pos,2
7775,594,学历,n,pos,4
7776,594,骑士,n,pos,5
7792,595,含蓄,n,pos,5
7795,596,狗,n,pos,1
7796,596,网,n,pos,2
7809,597,公司,n,pos,6
7816,598,底线,n,pos,2
7817,599,四川,ns,pos,1
7818,599,男人,n,pos,2
7825,600,川军,nr,pos,1
7832,603,四学,n,pos,1
7835,603,名校,n,pos,3
7840,603,仙女,n,pos,4
7841,603,后盾,n,pos,5
7844,603,仙女,n,pos,6
7852,603,男生,n,pos,10
7857,603,真双标,nr,pos,13
7862,603,女生,n,pos,14
7868,603,母校,n,pos,17
7874,604,应届生,nz,pos,1
7877,604,刀,n,pos,4
7883,605,金刚,nr,pos,2
7885,606,华西,ns,pos,2
7886,606,事,n,pos,3
7889,606,公关,n,pos,6
7890,608,女尊,n,pos,1
7891,608,男卑,n,pos,2
7896,608,女权,n,pos,4
7897,608,世界,n,pos,5
7900,608,时,ng,pos,6
7911,609,学生,n,pos,1
7913,609,鸭,ng,pos,3
7914,609,脖,n,pos,4
7919,609,群众,n,pos,5
7922,609,仙女,n,pos,7
7924,609,留党,n,pos,9
7929,609,群鼠鼠,n,pos,10
7934,609,大丈夫,n,pos,12
7935,609,主义,n,pos,13
7936,609,历史,n,pos,14
7945,609,仙女,n,pos,15
7951,609,砖,n,pos,20
7955,609,血,n,pos,24
7956,609,买车,n,pos,25
7957,609,买房,n,pos,26
7960,609,虾头,n,pos,27
7961,609,男,n,pos,28
7973,610,期,n,pos,4
7974,610,通篇,n,pos,5
7986,610,实力,n,pos,11
7987,610,学校,n,pos,12
7990,610,校长,n,pos,13
8014,611,川军,nr,pos,1
8015,611,威武,nrt,pos,2
8021,612,学校,n,pos,5
8028,612,学生,n,pos,7
8035,614,子弹,n,pos,1
8036,614,飞,n,pos,2
8040,614,学生,n,pos,4
8042,614,学校,n,pos,5
8045,615,小伙伴,n,pos,1
8048,615,北京,ns,pos,2
8049,615,律所,n,pos,3
8051,615,上海,ns,pos,4
8052,615,影视,n,pos,5
8053,615,公司,n,pos,6
8058,615,张某,nr,pos,7
8059,615,事件,n,pos,8
8061,615,瓷,ng,pos,10
8063,615,热度,n,pos,12
8072,615,毕业,n,pos,14
8082,616,舆论,n,pos,1
8088,616,小张,n,pos,4
8095,616,时间,n,pos,7
8097,616,锅,n,pos,9
8099,616,关系,n,pos,11
8104,616,小张,n,pos,12
8105,616,后台,n,pos,13
8116,618,事情,n,pos,2
8126,618,学业,n,pos,5
8129,618,离谱,n,pos,6
8145,619,公告,n,pos,8
8150,620,儿子,n,pos,1
8153,620,女,n,pos,3
8154,620,学生,n,pos,4
8157,621,学生,n,pos,1
8161,621,投,vn,pos,2
8163,621,企业,n,pos,3
8165,622,楠,n,pos,1
8171,623,学校,n,pos,1
8172,623,治学,n,pos,2
8173,623,态度,n,pos,3
8176,623,学校,n,pos,4
8182,623,笑话,n,pos,5
8187,624,耳朵,n,pos,3
8196,626,狗,n,pos,3
8199,627,局,n,pos,1
8205,628,学生,n,pos,2
8209,629,龄,ng,pos,2
8213,631,西,nr,pos,1
8216,632,领导,n,pos,1
8218,632,大学,n,pos,2
8220,632,行政级别,n,pos,3
8221,632,化,n,pos,4
8241,634,巡视组,n,pos,6
8242,634,巡查,vn,pos,7
8260,635,正義,n,pos,2
8261,635,網暴,n,pos,3
8263,635,徒,n,pos,4
8264,636,额,n,pos,1
8267,636,中央,n,pos,2
8291,637,上学,n,pos,4
8293,637,对面,n,pos,5
8294,637,楼用,n,pos,6
8299,637,留校察看,n,pos,8
8301,637,张薇,nr,pos,9
8305,637,全国,n,pos,12
8319,638,档,n,pos,2
8327,639,学生,n,pos,4
8330,639,胸,n,pos,6
8334,639,惧内,n,pos,7
8348,640,仙女,n,pos,1
8356,640,学校,n,pos,4
8359,640,男,n,pos,6
8373,642,规矩,n,pos,2
8374,642,学生,n,pos,3
8377,642,租房,n,pos,5
8378,642,租金,n,pos,6
8379,642,押金,n,pos,7
8396,643,背景,n,pos,3
8399,643,整治,n,pos,4
8404,643,渣渣,nt,pos,7
8410,643,铁拳,n,pos,10
8413,644,嘉里,ns,pos,3
8415,644,大学,n,pos,5
8420,645,学校,n,pos,4
8422,646,妹,n,pos,1
8423,646,同学,n,pos,2
8428,646,性格,n,pos,5
8431,646,利己主义,n,pos,7
8434,646,目标,n,pos,8
8436,646,四学,n,pos,9
8440,648,被央,n,pos,2
8441,648,媒,n,pos,3
8447,648,学校,n,pos,7
8453,649,研究生,n,pos,3
8461,652,名族,n,pos,4
8464,652,社会,n,pos,6
8465,652,热点,n,pos,7
8471,653,保护伞,n,pos,2
8476,655,在校生,n,pos,2
8477,655,毕业,n,pos,3
8480,655,学校,n,pos,4
8481,655,划清界限,n,pos,5
8484,655,分数线,n,pos,7
8487,655,学校,n,pos,9
8493,656,烂透,nz,pos,2
8499,656,四川人,nz,pos,5
8504,657,火,n,pos,1
8507,659,企业,n,pos,1
8518,659,本质,n,pos,5
8523,659,噱头,n,pos,7
8527,659,立场,n,pos,8
8530,659,能量,n,pos,11
8534,659,规矩,n,pos,14
8539,659,生肖,n,pos,15
8542,659,老板,n,pos,16
8543,659,犯冲,vn,pos,17
8546,659,地域,n,pos,18
8553,659,阶段,n,pos,21
