,index_content,word,nature,content_type,index_word
2052,144,后来者,n,pos,18
2054,145,家,q,pos,1
2062,145,考公,n,pos,2
2064,145,垃圾,n,pos,3
2066,145,公司,n,pos,4
2067,145,不配,v,pos,5
2068,146,说实话,l,pos,1
2071,146,公关,n,pos,2
2073,146,真辣,a,pos,3
2074,146,鸡,n,pos,4
2077,147,死,v,pos,1
2078,148,蹭,v,pos,1
2079,148,热度,n,pos,2
2080,148,罢,v,pos,3
2081,149,换,v,pos,1
2083,149,思路,n,pos,2
2086,149,川,j,pos,3
2088,149,想,v,pos,4
2092,149,拒绝,v,pos,5
2096,149,搞,v,pos,6
2097,149,歧视,v,pos,7
2100,149,外服,n,pos,8
2102,149,套,q,pos,9
2103,149,活学活用,l,pos,10
2104,150,时间,n,pos,1
2105,150,长,a,pos,2
2108,150,忘记,v,pos,3
2116,151,博主,n,pos,1
2117,151,发,v,pos,2
2118,151,反日,d,pos,3
2119,151,反,v,pos,4
2120,151,韩,nr,pos,5
2121,151,声明,n,pos,6
2126,151,没什么,l,pos,7
2132,151,态度,n,pos,8
2136,152,招,v,pos,1
2137,152,女生,n,pos,2
2141,152,男,n,pos,3
2142,152,犯事,n,pos,4
2143,152,光速,n,pos,5
2144,152,开除,v,pos,6
2146,153,小丑,nr,pos,1
2147,153,学校,n,pos,2
2150,155,素质,n,pos,1
2152,156,教育部,n,pos,1
2156,156,管管,vn,pos,2
2158,156,好像,v,pos,3
2161,156,不想,v,pos,4
2162,156,干,v,pos,5
2165,157,希望,v,pos,1
2166,157,更多,d,pos,2
2168,157,公司,n,pos,3
2169,157,小企业,n,pos,4
2171,157,蹭,v,pos,5
2172,157,热度,n,pos,6
2173,157,凑热闹,z,pos,7
2176,157,事情,n,pos,8
2177,157,搞,v,pos,9
2178,157,大点,m,pos,10
2180,158,张薇,nr,pos,1
2183,158,校长,n,pos,2
2186,158,腿,n,pos,3
2190,158,力保,nz,pos,4
2191,158,张薇,nr,pos,5
2196,159,同伙,n,pos,1
2197,160,双,m,pos,1
2199,160,留,v,pos,2
2200,161,好样,d,pos,1
2202,163,四川,ns,pos,1
2203,163,女子,n,pos,2
2204,163,大学,n,pos,3
2206,163,男生,n,pos,4
2212,163,歧视,v,pos,5
2213,164,蹭,v,pos,1
2214,164,热度,n,pos,2
2215,164,恶心,n,pos,3
2216,164,公司,n,pos,4
2219,164,学生,n,pos,5
2222,164,罪过,n,pos,6
2224,164,轮,zg,pos,7
2228,164,小丑,nr,pos,8
2229,164,发文,n,pos,9
2230,164,侮辱,v,pos,10
2232,165,倒,v,pos,1
2233,165,血霉,n,pos,2
2236,166,毕业生,n,pos,1
2239,166,川带,n,pos,2
2242,166,清华北大,nt,pos,3
2243,167,希望,v,pos,1
2244,167,处死,v,pos,2
2245,167,张薇,nr,pos,3
2247,168,想,v,pos,1
2248,168,蹭,v,pos,2
2249,168,热度,n,pos,3
2251,168,公司,n,pos,4
2252,168,蹭,v,pos,5
2254,168,热度,n,pos,6
2257,168,施加,v,pos,7
2258,168,舆论压力,n,pos,8
2260,168,学生,n,pos,9
2262,168,网暴,n,pos,10
2264,168,情绪,n,pos,11
2266,168,释放,v,pos,12
2269,168,网友,n,pos,13
2271,168,乐子,n,pos,14
2274,168,赢,v,pos,15
2276,169,不招,m,pos,1
2280,169,明,a,pos,2
2281,169,面上,f,pos,3
2282,169,真,d,pos,4
2284,169,蹭,v,pos,5
2285,169,热度,n,pos,6
2287,169,女尊,n,pos,7
2288,169,男卑,n,pos,8
2289,169,思想,n,pos,9
2292,169,企业,n,pos,10
2295,169,喜欢,v,pos,11
2296,169,招个小,j,pos,12
2297,169,仙女,n,pos,13
2300,169,男,b,pos,14
2302,169,自卑,n,pos,15
2304,169,注定,v,pos,16
2305,169,发展,vn,pos,17
2306,169,受,v,pos,18
2307,169,影响,vn,pos,19
2308,170,一群,m,pos,1
2311,170,毛钱,n,pos,2
2312,170,关系,n,pos,3
2314,170,网友,n,pos,4
2315,170,整天,m,pos,5
2316,170,担心,v,pos,6
2317,170,前途,n,pos,7
2318,171,哈人,nrt,pos,1
2320,172,猜,v,pos,1
2322,172,企业,n,pos,2
2326,172,学生,n,pos,3
2327,172,实力,n,pos,4
2328,172,招,v,pos,5
2331,172,学生,n,pos,6
2332,172,大学,n,pos,7
2333,172,热门,n,pos,8
2334,172,事件,n,pos,9
2335,172,招,v,pos,10
2337,173,有人,r,pos,1
2340,173,公司,n,pos,2
2343,173,想,v,pos,3
2352,173,面试,v,pos,4
2354,173,面试,v,pos,5
2356,173,回去,v,pos,6
2358,173,通知,v,pos,7
2360,174,制裁,n,pos,1
2362,174,企业,n,pos,2
2365,174,入用,v,pos,3
2371,175,人才,n,pos,1
2372,175,无辜,n,pos,2
2375,175,加不,v,pos,3
2377,175,乱,d,pos,4
2379,175,搞,v,pos,5
2380,175,成,n,pos,6
2383,176,公布,v,pos,1
2384,176,下校,n,pos,2
2385,176,招,n,pos,3
2389,176,企业,n,pos,4
2392,176,抵制,v,pos,5
2394,177,不在乎,i,pos,1
2396,177,受损,v,pos,2
2399,177,学生,n,pos,3
2402,177,领导,n,pos,4
2405,177,学生,n,pos,5
2407,177,领导,n,pos,6
2408,177,眼里,s,pos,7
2414,177,年,m,pos,8
2417,177,批评,v,pos,9
2422,177,没改,v,pos,10
2424,178,张,q,pos,1
2425,178,事,n,pos,2
2427,178,小事,n,pos,3
2429,178,校风,n,pos,4
2433,179,星星之火,i,pos,1
2436,179,燎原,n,pos,2
2439,180,同学,n,pos,1
2441,181,四川,ns,pos,1
2442,181,女校,n,pos,2
2444,181,名不虚传,i,pos,3
2445,183,众所周知,i,pos,1
2447,183,冰山,ns,pos,2
2448,183,露出,v,pos,3
2449,183,水面,n,pos,4
2451,183,十分之一,m,pos,5
2454,184,真,d,pos,1
2455,184,屁用,n,pos,2
2459,184,国企,j,pos,3
2460,184,央企,j,pos,4
2461,184,公检法,n,pos,5
2462,184,发表,v,pos,6
2464,184,声明,n,pos,7
2470,185,张薇,nr,pos,1
2471,185,大美女,n,pos,2
2474,185,大门,n,pos,3
2475,185,永远,d,pos,4
2478,185,敞开,v,pos,5
2483,185,接客,v,pos,6
2484,185,记得,v,pos,7
2485,185,发,v,pos,8
2487,185,视频,n,pos,9
2495,185,捧场,v,pos,10
2497,186,党籍,n,pos,1
2500,186,开除,v,pos,2
2502,186,真可笑,l,pos,3
2504,186,学校,n,pos,4
2505,186,党委,j,pos,5
2506,186,处,n,pos,6
2509,186,站,v,pos,7
2512,186,对立面,n,pos,8
2515,187,只能,v,pos,1
2518,187,一代,m,pos,2
2519,187,学生,n,pos,3
2520,187,风骨,n,pos,4
2522,187,心气,n,pos,5
2524,187,想起,v,pos,6
2525,187,当年,t,pos,7
2527,187,一批,m,pos,8
2528,187,先进,a,pos,9
2529,187,惋惜,a,pos,10
2533,188,搏,v,pos,1
2534,188,流量,n,pos,2
2539,188,确实,ad,pos,3
2540,188,辣鸡,n,pos,4
2542,188,真,d,pos,5
2543,188,性别,n,pos,6
2545,188,换,v,pos,7
2546,188,一个天,m,pos,8
2549,189,一会,m,pos,1
2550,189,厕所,n,pos,2
2551,189,大战,nz,pos,3
2553,189,一会,m,pos,4
2554,189,偷拍,v,pos,5
2556,189,一会,m,pos,6
2558,189,诬陷,v,pos,7
2560,189,偷拍,v,pos,8
2562,190,公司,n,pos,1
2566,190,招生,v,pos,2
2570,190,公司,n,pos,3
2573,190,招,v,pos,4
2574,190,河南人,n,pos,5
2576,191,只能,v,pos,1
2578,191,牵扯,v,pos,2
2579,191,较广,a,pos,3
2582,191,开话,v,pos,4
2586,191,屁股,n,pos,5
2588,191,坐不稳,v,pos,6
2590,192,更多,d,pos,1
2592,192,默默,d,pos,2
2594,192,招,v,pos,3
2595,193,搬起,v,pos,1
2596,193,石头砸,l,pos,2
2598,193,脚,n,pos,3
2599,194,读,v,pos,1
2600,194,一年,m,pos,2
2601,194,不到,v,pos,3
2602,194,研究生,n,pos,4
2605,194,大部分,m,pos,5
2606,194,时间,n,pos,6
2608,194,外面,f,pos,7
2610,194,关,v,pos,8
2611,194,屁事,n,pos,9
2613,194,纯尬,a,pos,10
2614,194,黑,n,pos,11
2616,195,公司,n,pos,1
2617,195,蹭,v,pos,2
2619,195,热度,n,pos,3
2622,195,公司,n,pos,4
2624,195,缺,v,pos,5
2628,195,简历,v,pos,6
2630,195,扔,v,pos,7
2632,195,行,v,pos,8
2633,196,活该,v,pos,1
2634,197,这人,r,pos,1
2635,197,干,v,pos,2
2637,198,年,m,pos,1
2639,198,点名,v,pos,2
2640,198,批评,v,pos,3
2642,198,有用,v,pos,4
2644,199,赠,v,pos,1
2645,199,热度,n,pos,2
2646,199,公司,n,pos,3
2647,199,估计,v,pos,4
2649,199,职工,n,pos,5
2656,199,女校,n,pos,6
2658,200,校领导,n,pos,1
2659,200,太,d,pos,2
2662,200,失望,v,pos,3
2666,200,贪腐,n,pos,4
2669,200,教育局,n,pos,5
2671,200,彻查,vn,pos,6
2673,201,双,n,pos,1
2674,201,一流,n,pos,2
2676,201,双人,n,pos,3
2677,201,犯错,v,pos,4
2681,201,留下,v,pos,5
2684,202,公开,ad,pos,1
2685,202,声明,n,pos,2
2689,202,内部,f,pos,3
2691,202,通传,vn,pos,4
2693,202,录用,v,pos,5
2697,203,若智,nr,pos,1
2705,203,企业,n,pos,2
2709,204,拉,v,pos,1
2711,204,丁真,nr,pos,2
2713,205,打个比方,l,pos,1
2716,205,条,q,pos,2
2717,205,狗,n,pos,3
2720,205,家门口,s,pos,4
2721,205,撒尿,v,pos,5
2727,205,赶走,v,pos,6
2733,205,越来越,d,pos,7
2735,205,狗,n,pos,8
2738,205,家门口,s,pos,9
2739,205,撒尿,v,pos,10
2743,205,办法,n,pos,11
2744,205,阻止,v,pos,12
2746,205,不管怎么,l,pos,13
2747,205,侮辱,v,pos,14
2751,205,办法,n,pos,15
2755,205,家,q,pos,16
2757,205,垃圾堆,n,pos,17
2759,205,大伙,n,pos,18
2761,205,乐意,n,pos,19
2762,205,看有,v,pos,20
2763,205,狗,n,pos,21
2766,205,家,q,pos,22
2767,205,撒尿,v,pos,23
2768,206,记得,v,pos,1
2769,206,几年,m,pos,2
2770,206,前,f,pos,3
2771,206,浙大,ns,pos,4
2773,206,冷处理,nr,pos,5
2776,206,事情,n,pos,6
2781,206,忘,v,pos,7
2786,206,一年,m,pos,8
2787,206,网友,n,pos,9
2789,206,换,v,pos,10
2790,206,目标,n,pos,11
2796,206,冷处理,nr,pos,12
2797,207,话,n,pos,1
2802,207,找事,v,pos,2
2805,207,找,v,pos,3
2806,207,河大,ns,pos,4
2809,207,毕业证,n,pos,5
2810,207,取消,v,pos,6
2811,208,感觉,n,pos,1
2815,208,录取,v,pos,2
2816,208,情况,n,pos,3
2822,209,尾巴,n,pos,1
2823,209,毛绒绒,nr,pos,2
2825,209,毛绒绒,nr,pos,3
2829,210,家门,n,pos,1
2830,210,严禁,v,pos,2
2831,210,毕业生,n,pos,3
2835,211,这件,mq,pos,1
2836,211,事,n,pos,2
2837,211,真,d,pos,3
2838,211,炒作,v,pos,4
2844,211,部门,n,pos,5
2846,211,真,d,pos,6
2850,211,张薇,nr,pos,7
2851,211,栽赃,vn,pos,8
2852,211,陷害,v,pos,9
2857,211,社会,n,pos,10
2861,211,事,n,pos,11
2863,211,真,d,pos,12
2865,211,过度,n,pos,13
2867,213,企业,n,pos,1
2869,213,证明,n,pos,2
2872,213,烂,v,pos,3
2874,213,差,a,pos,4
2875,213,企业,n,pos,5
2880,213,企业,n,pos,6
2882,213,收话,n,pos,7
2886,213,差,a,pos,8
2887,213,企业,n,pos,9
2889,214,下好,v,pos,1
2891,214,四川,ns,pos,2
2892,214,耙,n,pos,3
2893,214,耳朵,n,pos,4
2896,214,上海,ns,pos,5
2898,214,男人,n,pos,6
2900,214,看不起,v,pos,7
2901,215,几年,m,pos,1
2902,215,前,f,pos,2
2903,215,网上,s,pos,3
2906,215,研究生,n,pos,4
2908,215,整,v,pos,5
2909,215,六七个,m,pos,6
2910,215,友,ng,pos,7
2912,215,还给,v,pos,8
2913,215,一两个,m,pos,9
2914,215,整,v,pos,10
2915,215,堕胎,v,pos,11
2917,215,反正,d,pos,12
2921,215,开眼,v,pos,13
2923,216,张,q,pos,1
2925,216,诬陷,v,pos,2
2927,216,态度恶劣,n,pos,3
2929,216,实质,n,pos,4
2932,216,道德,nr,pos,5
2934,216,素质,n,pos,6
2937,216,留,v,pos,7
2938,216,党,n,pos,8
2939,216,察,j,pos,9
2941,216,除籍,n,pos,10
2945,216,处分,n,pos,11
2948,216,记入,v,pos,12
2949,216,档案,n,pos,13
2951,216,考,v,pos,14
2952,216,公职,n,pos,15
2956,216,政审,n,pos,16
2959,216,留校,v,pos,17
2962,216,违法,vn,pos,18
2964,216,不让,v,pos,19
2966,216,上学,n,pos,20
2968,216,大学,n,pos,21
2969,216,里,f,pos,22
2970,216,人品,n,pos,23
2973,216,大有人在,i,pos,24
2975,216,处置,v,pos,25
2976,216,算,v,pos,26
2977,216,妥当,a,pos,27
2982,216,互联网,n,pos,28
2983,216,记忆,n,pos,29
2986,216,偷拍,v,pos,30
2987,216,违反,v,pos,31
2988,216,治安,ns,pos,32
2989,216,法,j,pos,33
2998,216,关注,v,pos,34
2999,216,性别,n,pos,35
3006,217,牛杂,a,pos,1
3007,217,档,n,pos,2
3008,217,永不,d,pos,3
3009,217,招录,v,pos,4
3010,217,生,vn,pos,5
3011,218,川南,ns,pos,1
3015,219,干,v,pos,1
3018,220,蹭,v,pos,1
3019,220,热度,n,pos,2
3025,220,招,v,pos,3
3026,220,不到,v,pos,4
3028,222,留党察看,i,pos,1
3030,222,惩罚,vn,pos,2
3031,222,有用,v,pos,3
3037,223,感觉,n,pos,1
3040,223,狼,n,pos,2
3045,223,下次,t,pos,3
3046,223,女生,n,pos,4
3047,223,真,d,pos,5
3049,223,类似,v,pos,6
3050,223,损害,v,pos,7
3052,223,权益,n,pos,8
3053,223,事情,n,pos,9
3054,223,估计,v,pos,10
3062,224,反噬,v,pos,1
3070,224,蹭,v,pos,2
3071,224,热度,n,pos,3
3072,225,加大力度,ns,pos,1
3073,225,捏,v,pos,2
3074,226,川,j,pos,1
3076,226,好似,v,pos,2
3078,227,手,n,pos,1
3079,227,账号,n,pos,2
3081,227,注销,v,pos,3
3082,228,男,n,pos,1
3084,228,招,v,pos,2
3088,228,厕所,n,pos,3
3090,228,抢,v,pos,4
3093,228,体育,vn,pos,5
3094,228,生打,v,pos,6
3097,228,阿三哥,nr,pos,7
3102,228,一句,m,pos,8
3103,228,怨言,n,pos,9
3106,228,开,v,pos,10
3107,229,党籍,n,pos,1
3109,229,保留,v,pos,2
3111,229,肯定,v,pos,3
3114,229,出路,v,pos,4
3118,229,民营企业,n,pos,5
3119,229,大可不必,d,pos,6
3122,230,团结,a,pos,1
3125,231,巡视组,n,pos,1
3127,231,央视,j,pos,2
3128,231,点名,v,pos,3
3129,231,批评,v,pos,4
3130,232,搬,v,pos,1
3131,232,石头砸,l,pos,2
3133,232,脚,n,pos,3
3135,232,活该,v,pos,4
3136,233,老师,n,pos,1
3137,233,学生,n,pos,2
3138,233,蛇鼠,n,pos,3
3140,233,窝,n,pos,4
3142,233,得救,v,pos,5
3146,234,全校学生,n,pos,1
3147,234,买单,n,pos,2
3150,234,请问,v,pos,3
3152,234,转校,n,pos,4
3154,235,好似,v,pos,1
3156,235,开,v,pos,2
3157,235,香槟,n,pos,3
3159,236,堵得,v,pos,1
3160,236,住嘴,n,pos,2
3161,236,堵,v,pos,3
3162,236,不住,v,pos,4
3163,236,心,n,pos,5
3166,236,热度,n,pos,6
3167,236,影响,vn,pos,7
3170,236,一两年,m,pos,8
3174,236,够,v,pos,9
3175,236,难受,v,pos,10
3177,237,无法无天,l,pos,1
3181,237,网暴,n,pos,2
3182,238,全,a,pos,1
3183,238,社会,n,pos,2
3184,238,抵制,v,pos,3
3188,238,除名,v,pos,4
3193,240,感慨,v,pos,1
3195,240,张家,nrfg,pos,2
3199,240,表能,v,pos,3
3200,240,说动,v,pos,4
3207,240,要挟,v,pos,5
3208,240,企鹅,n,pos,6
3211,240,擦屁股,l,pos,7
3216,240,玩意儿,n,pos,8
3219,240,干,v,pos,9
3221,240,要挟,v,pos,10
3222,240,党员,n,pos,11
3223,240,事儿,n,pos,12
3226,241,真,d,pos,1
3228,241,招收,v,pos,2
3234,241,应聘,v,pos,3
3236,241,悄悄,z,pos,4
3239,241,弄掉,v,pos,5
3242,241,提醒,v,pos,6
3245,241,想,v,pos,7
3246,241,屁,n,pos,8
3247,241,吃,v,pos,9
3249,242,节奏,n,pos,1
3252,242,真,d,pos,2
3253,242,搞不懂,l,pos,3
3255,243,公司,n,pos,1
3257,243,发,v,pos,2
3258,243,公告,n,pos,3
3262,243,私下,n,pos,4
3264,243,招收,v,pos,5
3267,243,发,v,pos,6
3268,243,公告,n,pos,7
3270,243,想,v,pos,8
3271,243,吃,v,pos,9
3272,243,点,q,pos,10
3273,243,流量,n,pos,11
3274,244,太典,ns,pos,1
3280,244,一点,m,pos,2
3281,244,脑子,n,pos,3
3286,244,事,n,pos,4
3289,244,方法,n,pos,5
3291,244,低调,v,pos,6
3292,244,点,m,pos,7
3295,244,互联网,n,pos,8
3296,244,记忆,n,pos,9
3301,244,这人,r,pos,10
3304,244,轰炸,v,pos,11
3308,244,嫌事,n,pos,12
3313,245,张伟,nr,pos,1
3314,245,同学,n,pos,2
3316,245,打点,v,pos,3
3327,246,垃圾,n,pos,1
3328,246,公司,n,pos,2
3329,246,算,v,pos,3
3331,247,耻辱,n,pos,1
3335,248,年,m,pos,1
3336,248,央视,j,pos,2
3339,248,怼,g,pos,3
3341,248,脸,n,pos,4
3342,248,骂,v,pos,5
3344,248,保证,v,pos,6
3345,248,颠覆,v,pos,7
3347,248,认知,v,pos,8
3351,248,官媒,n,pos,9
3352,248,骂,v,pos,10
3355,248,地步,n,pos,11
3356,248,大学,n,pos,12
3360,249,阿猫阿狗,nr,pos,1
3363,249,碰,v,pos,2
3364,249,瓷,ng,pos,3
3368,249,好像,v,pos,4
3369,249,看得,v,pos,5
3374,250,简历,v,pos,1
3376,250,投,vn,pos,2
3378,250,垃圾场,n,pos,3
3379,250,里,f,pos,4
3380,250,留,v,pos,5
3381,251,麻烦,an,pos,1
3387,251,看着,v,pos,2
3388,251,像是,v,pos,3
3390,251,自作自受,l,pos,4
3391,251,杆子,n,pos,5
3392,251,往上爬,v,pos,6
3393,251,样子,n,pos,7
3396,251,就业,v,pos,8
3397,251,环境,n,pos,9
3398,251,纠结,v,pos,10
3404,251,复杂化,v,pos,11
3409,251,这话,r,pos,12
3410,251,立场,n,pos,13
3414,251,希望,v,pos,14
3415,251,事情,n,pos,15
3417,251,结束,v,pos,16
3420,252,处,n,pos,1
3432,252,保研,v,pos,2
3435,252,想,v,pos,3
3436,252,质量,n,pos,4
3438,253,感觉,n,pos,1
3439,253,像是,v,pos,2
3440,253,蹭,v,pos,3
3441,253,热度,n,pos,4
3443,255,答案,n,pos,1
3445,255,屁事,n,pos,2
3448,255,学校,n,pos,3
3449,255,质量,n,pos,4
3452,255,放,v,pos,5
3454,256,格局,n,pos,1
3455,256,低,a,pos,2
3459,256,拒绝,v,pos,3
3461,256,姓张,n,pos,4
3462,256,和名薇,nr,pos,5
3463,256,学生,n,pos,6
3465,257,明知,v,pos,1
3467,257,锅汤,n,pos,2
3468,257,里,f,pos,3
3470,257,老鼠屎,n,pos,4
3477,257,肯定,v,pos,5
3480,257,有人,r,pos,6
3482,257,喝汤,v,pos,7
3483,258,好好,d,pos,1
3486,258,火别,d,pos,2
3487,258,烧,v,pos,3
3489,258,身上,s,pos,4
3490,259,难,a,pos,1
3491,259,绷,v,pos,2
3492,260,乐,a,pos,1
3496,260,地图,n,pos,2
3497,260,炮,n,pos,3
3498,260,二极管,n,pos,4
3501,260,区别,n,pos,5
3503,261,发生,v,pos,1
3505,262,野鸡大学,nz,pos,1
3506,263,三观,nz,pos,1
3507,263,不正,d,pos,2
3509,263,过街老鼠,l,pos,3
3511,264,避险,v,pos,1
3518,264,招,v,pos,2
3519,264,定时炸弹,l,pos,3
3521,264,说到底,l,pos,4
3525,264,持续,vd,pos,5
3526,264,作,v,pos,6
3527,264,死,v,pos,7
3529,264,福报,nz,pos,8
3531,265,张薇,nr,pos,1
3532,265,坐地铁,i,pos,2
3534,265,人人自危,i,pos,3
3535,266,发,v,pos,1
3536,266,通告,n,pos,2
3538,266,自罚,vn,pos,3
3539,266,三杯,m,pos,4
3540,267,领导,n,pos,1
3543,267,网友,n,pos,2
3544,267,骂,v,pos,3
3546,267,学生,n,pos,4
3548,268,实力,n,pos,1
3551,268,在乎,v,pos,2
3552,268,俩,m,pos,3
3553,268,听,v,pos,4
3556,268,听,v,pos,5
3558,268,蹭,v,pos,6
3559,268,热度,n,pos,7
3560,268,公司,n,pos,8
3563,268,态度,n,pos,9
3571,271,真不,d,pos,1
3572,271,招,v,pos,2
3575,271,明,a,pos,3
3579,271,筛,v,pos,4
3580,271,简历,v,pos,5
3583,271,略过,v,pos,6
3585,272,学校,n,pos,1
3586,272,学风,n,pos,2
3587,272,确实,ad,pos,3
3588,272,屎,n,pos,4
3594,272,勇于,v,pos,5
3595,272,面对,v,pos,6
3597,272,用人,n,pos,7
3598,272,企业,n,pos,8
3601,272,学风,n,pos,9
3602,272,不良,a,pos,10
3603,272,不用,v,pos,11
3608,272,学生,n,pos,12
3610,272,搞,v,pos,13
3611,272,网,n,pos,14
3612,272,爆,v,pos,15
3617,272,社会,n,pos,16
3619,272,网民,n,pos,17
3620,272,网,n,pos,18
3621,272,爆,v,pos,19
3623,273,劈,v,pos,1
3624,273,腿,n,pos,2
3625,273,副校长,n,pos,3
3626,273,儿子,n,pos,4
3628,273,保护,v,pos,5
3633,274,拒绝,v,pos,1
3634,274,库克,nrt,pos,2
3635,274,晚宴,n,pos,3
3640,276,探,v,pos,1
3642,276,报,v,pos,2
3643,277,小企业,n,pos,1
3644,277,发声明,l,pos,2
3645,277,蹭,v,pos,3
3646,277,热度,n,pos,4
3649,277,企业,n,pos,5
3652,277,人事部,n,pos,6
3653,277,打招呼,v,pos,7
3656,277,招,v,pos,8
3658,278,招,v,pos,1
3659,278,女生,n,pos,2
3661,278,行,v,pos,3
3663,278,男生,n,pos,4
3668,279,毁掉,v,pos,1
3669,279,形象,n,pos,2
3672,279,小企业,n,pos,3
3673,280,矛盾,an,pos,1
3675,280,升级,vn,pos,2
3677,280,有没有,v,pos,3
3678,280,深层次,b,pos,4
3679,280,原因,n,pos,5
3682,281,学术,n,pos,1
3683,281,妲,g,pos,2
3690,281,学校,n,pos,3
3691,281,真,d,pos,4
3694,281,女,b,pos,5
3697,281,卧龙,ns,pos,6
3698,281,凤雏,nr,pos,7
3699,282,传媒,n,pos,1
3703,282,直播,vn,pos,2
3704,282,公司,n,pos,3
3706,283,坐等,v,pos,1
3707,283,国内,s,pos,2
3708,283,大厂,n,pos,3
3709,283,表态,n,pos,4
3715,284,能力,n,pos,1
3717,284,实力,n,pos,2
3718,284,证明,n,pos,3
3721,284,收,v,pos,4
3723,284,错误,n,pos,5
3726,284,网,n,pos,6
3727,284,爆,v,pos,7
3730,284,骂人,n,pos,8
3737,285,硬,a,pos,1
3738,285,蹭,v,pos,2
3741,286,想起,v,pos,1
3743,286,阿里,nrt,pos,2
3746,286,写,v,pos,3
3748,286,作文,n,pos,4
3749,286,新闻,n,pos,5
3752,286,大学,n,pos,6
3754,286,学生,n,pos,7
3756,286,作文,n,pos,8
3757,286,率怕,d,pos,9
3760,286,高,a,pos,10
3761,287,招,n,pos,1
3764,287,诬陷,v,pos,2
3766,287,公司员工,n,pos,3
3768,288,噬,vg,pos,1
3770,288,开,v,pos,2
3771,288,香槟,n,pos,3
3773,289,进,v,pos,1
3774,289,社团,n,pos,2
3776,289,社团,n,pos,3
3777,289,保,v,pos,4
3780,290,企业,n,pos,1
3782,290,抵制,v,pos,2
3784,290,浙大,ns,pos,3
3786,290,强奸犯,n,pos,4
3789,290,开除,v,pos,5
3790,291,规避,v,pos,1
3791,291,风险,n,pos,2
3794,292,学校,n,pos,1
3795,292,除教,nz,pos,2
3796,292,学生,n,pos,3
3797,292,网暴,n,pos,4
3798,292,辱骂,v,pos,5
3803,292,特色,n,pos,6
3805,293,张薇,nr,pos,1
3808,293,明星,nr,pos,2
3813,294,想要,v,pos,1
3815,294,麻烦,an,pos,2
3816,294,人物,n,pos,3
3821,295,事,n,pos,1
3832,296,张,q,pos,1
3833,296,小姐,nr,pos,2
3839,297,换,v,pos,1
3841,297,角度,n,pos,2
3845,297,毕业,n,pos,3
3846,297,男生,n,pos,4
3849,297,优秀,a,pos,5
3850,298,苍蝇,n,pos,1
3852,298,叮,v,pos,2
3853,298,无缝,n,pos,3
3854,298,蛋,n,pos,4
3856,299,穿,zg,pos,1
3862,299,赶紧,d,pos,2
3865,299,贴,v,pos,3
3867,299,注销,v,pos,4
3873,300,蹭,v,pos,1
3874,300,热度,n,pos,2
3876,301,网暴,n,pos,1
3881,301,收,v,pos,2
3884,302,无关大局,l,pos,1
3885,302,事情,n,pos,2
3886,303,敌人,n,pos,1
3888,303,反对,d,pos,2
3891,303,做,v,pos,3
3892,303,越对,d,pos,4
3893,304,主打,n,pos,1
3895,304,龟,ns,pos,2
3897,304,校方,n,pos,3
3898,304,冷处理,nr,pos,4
3900,304,包庇,v,pos,5
3902,304,学生,n,pos,6
3904,304,说话,v,pos,7
3911,304,公司,n,pos,8
3913,304,嘴脸,n,pos,9
3917,304,校友,n,pos,10
3919,304,说话,v,pos,11
3920,305,四学,n,pos,1
3924,305,一群,m,pos,2
3925,305,耙,n,pos,3
3926,305,耳朵,n,pos,4
3928,305,男,n,pos,5
3929,305,一个个,m,pos,6
3933,305,男,n,pos,7
3943,305,抗争,nz,pos,8
3946,305,学校,n,pos,9
3947,305,里,f,pos,10
3953,305,别说出,i,pos,11
3954,305,社会,n,pos,12
3956,305,一群,m,pos,13
3957,305,飞舞,n,pos,14
3958,305,罢,v,pos,15
3962,306,看不上,v,pos,1
3964,306,公司,n,pos,2
3969,306,网,n,pos,3
3970,306,爆,v,pos,4
3972,307,哲学系,n,pos,1
3975,307,支持,v,pos,2
3976,307,开除,v,pos,3
3977,307,张,q,pos,4
3979,307,扩散,v,pos,5
3984,307,离谱,n,pos,6
3986,308,倒霉,a,pos,1
3988,308,学生,n,pos,2
3990,309,留校,v,pos,1
3991,309,观察,v,pos,2
3992,309,真,d,pos,3
3993,309,不痛不痒,i,pos,4
3995,309,起码,n,pos,5
3996,309,记过,v,pos,6
3997,309,放,v,pos,7
3998,309,档案,n,pos,8
4002,309,办法,n,pos,9
4009,309,谴责,v,pos,10
4012,309,办法,n,pos,11
4013,310,招进,v,pos,1
4014,310,公司,n,pos,2
4016,310,两个,m,pos,3
4017,310,月,m,pos,4
4018,310,诬告,v,pos,5
4019,310,老板,n,pos,6
4026,310,公司,n,pos,7
4027,310,倒闭,v,pos,8
4029,311,律师所,n,pos,1
4030,311,蹭,v,pos,2
4031,311,流量,n,pos,3
4033,311,知法犯法,l,pos,4
4034,312,好似,v,pos,1
4036,312,有意思,l,pos,2
4038,312,党员,n,pos,3
4039,312,犯错,v,pos,4
4042,312,资本家,n,pos,5
4044,312,出面,n,pos,6
4046,312,真,d,pos,7
4047,312,魔幻,n,pos,8
4048,312,现实,n,pos,9
4049,314,做好,v,pos,1
4052,314,头,n,pos,2
4054,314,支持,v,pos,3
4061,315,公平,n,pos,1
4070,316,蹭,v,pos,1
4071,316,热度,n,pos,2
4075,316,惧,v,pos,3
4083,316,嘲讽,v,pos,4
4085,316,只能,v,pos,5
